0,1,2,3,4,5,6,LABEL
1671,167,16,08-1699,00-9999,,,PROCEDURES
E8382,E838,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V706,V70,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
9722,972,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
9920,992,990-99599,800-99999,001-99999,,,DISEASES AND INJURIES
27783,2778,277,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
64901,6490,649,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
3222,322,32,30-3499,00-9999,,,PROCEDURES
37561,3756,375,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
E9291,E929,E929-E9299,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V052,V05,V01-V0699,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
9725,972,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
7680,768,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
1031,103,10,08-1699,00-9999,,,PROCEDURES
37771,3777,377,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
61182,6118,611,610-61299,580-62999,001-99999,,DISEASES AND INJURIES
8052,805,80,76-8499,00-9999,,,PROCEDURES
76512,7651,765,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
T126,T123,T120,T103,T167,T072,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
73329,7332,733,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
9478,947,940-94999,800-99999,001-99999,,,DISEASES AND INJURIES
E8788,E878,E878-E8799,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
E9408,E940,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
0749,074,07,06-0799,00-9999,,,PROCEDURES
80199,8019,801,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
34500,3450,345,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
1874,187,179-18999,140-23999,001-99999,,,DISEASES AND INJURIES
44031,4403,440,440-44999,390-45999,001-99999,,DISEASES AND INJURIES
43842,4384,438,430-43899,390-45999,001-99999,,DISEASES AND INJURIES
9899,989,980-98999,800-99999,001-99999,,,DISEASES AND INJURIES
48241,4824,482,480-48899,460-51999,001-99999,,DISEASES AND INJURIES
0085,008,00-0099,00-9999,,,,PROCEDURES
E0021,E002,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
72931,7293,729,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
8831,883,88,87-9999,00-9999,,,PROCEDURES
6211,621,617-62999,580-62999,001-99999,,,DISEASES AND INJURIES
9612,961,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
6013,601,600-60899,580-62999,001-99999,,,DISEASES AND INJURIES
6442,644,64,60-6499,00-9999,,,PROCEDURES
34661,3466,346,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
4512,451,45,42-5499,00-9999,,,PROCEDURES
36641,3664,366,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
7913,791,79,76-8499,00-9999,,,PROCEDURES
8483,848,840-84899,800-99999,001-99999,,,DISEASES AND INJURIES
7570,757,740-75999,001-99999,,,,DISEASES AND INJURIES
9983,998,99,87-9999,00-9999,,,PROCEDURES
64300,6430,643,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
E8127,E812,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
7594,759,75,72-7599,00-9999,,,PROCEDURES
E8125,E812,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
73642,7364,736,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
7792,779,77,76-8499,00-9999,,,PROCEDURES
67904,6790,679,678-67999,630-67999,001-99999,,DISEASES AND INJURIES
V5889,V588,V58,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
01201,0120,012,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
1171,117,11,08-1699,00-9999,,,PROCEDURES
0992,099,090-09999,001-13999,001-99999,,,DISEASES AND INJURIES
01203,0120,012,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
42742,4274,427,420-42999,390-45999,001-99999,,DISEASES AND INJURIES
49382,4938,493,490-49699,460-51999,001-99999,,DISEASES AND INJURIES
2183,218,21,21-2999,00-9999,,,PROCEDURES
94425,9442,944,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
E8191,E819,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
1987,198,190-19999,140-23999,001-99999,,,DISEASES AND INJURIES
E9470,E947,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
20920,2092,209,209-20999,140-23999,001-99999,,DISEASES AND INJURIES
80321,8032,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
E9064,E906,E900-E9099,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
E9062,E906,E900-E9099,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
5499,549,54,42-5499,00-9999,,,PROCEDURES
2279,227,22,21-2999,00-9999,,,PROCEDURES
37142,3714,371,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
37140,3714,371,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
83809,8380,838,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
79506,7950,795,790-79699,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
9768,976,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
8716,871,87,87-9999,00-9999,,,PROCEDURES
79504,7950,795,790-79699,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
85244,8524,852,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
9789,978,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
8703,870,87,87-9999,00-9999,,,PROCEDURES
3951,395,393-39899,390-45999,001-99999,,,DISEASES AND INJURIES
0550,055,050-05999,001-13999,001-99999,,,DISEASES AND INJURIES
64824,6482,648,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
64822,6482,648,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
E9468,E946,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
28529,2852,285,280-28999,001-99999,,,DISEASES AND INJURIES
01723,0172,017,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
V692,V69,V60-V6999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
9772,977,97,87-9999,00-9999,,,PROCEDURES
01725,0172,017,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
73672,7367,736,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
53191,5319,531,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
2729,272,27,21-2999,00-9999,,,PROCEDURES
3067,306,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
E0081,E008,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
96972,9697,969,960-97999,800-99999,001-99999,,DISEASES AND INJURIES
E9289,E928,E916-E9289,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
64940,6494,649,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
8794,879,870-87999,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
V2621,V262,V26,V20-V2999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
0793,079,07,06-0799,00-9999,,,PROCEDURES
36042,3604,360,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
7677,767,76,76-8499,00-9999,,,PROCEDURES
36040,3604,360,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
2305,230,230-23499,140-23999,001-99999,,,DISEASES AND INJURIES
47829,4782,478,470-47899,460-51999,001-99999,,DISEASES AND INJURIES
94309,9430,943,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
750,75,72-7599,00-9999,,,,PROCEDURES
80353,8035,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
80351,8035,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
29570,2957,295,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
1658,165,160-16599,140-23999,001-99999,,,DISEASES AND INJURIES
71230,7123,712,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
3634,363,36,35-3999,00-9999,,,PROCEDURES
63512,6351,635,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
7816,781,780-78999,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
105,10,08-1699,00-9999,,,,PROCEDURES
36352,3635,363,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
66571,6657,665,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
E8368,E836,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
86111,8611,861,860-86999,800-99999,001-99999,,DISEASES AND INJURIES
37484,3748,374,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
37482,3748,374,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
71606,7160,716,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
57140,5714,571,570-57999,520-57999,001-99999,,DISEASES AND INJURIES
3841,384,380-38999,320-38999,001-99999,,,DISEASES AND INJURIES
67303,6730,673,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
9343,934,93,87-9999,00-9999,,,PROCEDURES
9541,954,95,87-9999,00-9999,,,PROCEDURES
E8187,E818,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
65653,6565,656,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
99663,9966,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
65651,6565,656,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
E8189,E818,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
5024,502,50,42-5499,00-9999,,,PROCEDURES
59370,5937,593,590-59999,580-62999,001-99999,,DISEASES AND INJURIES
5222,522,52,42-5499,00-9999,,,PROCEDURES
01513,0151,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
586,580-58999,580-62999,001-99999,,,,DISEASES AND INJURIES
37503,3750,375,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
0663,066,060-06699,001-13999,001-99999,,,DISEASES AND INJURIES
0861,086,080-08899,001-13999,001-99999,,,DISEASES AND INJURIES
6931,693,690-69899,680-70999,001-99999,,,DISEASES AND INJURIES
5198,519,510-51999,460-51999,001-99999,,,DISEASES AND INJURIES
7703,770,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
1548,154,150-15999,140-23999,001-99999,,,DISEASES AND INJURIES
92811,9281,928,925-92999,800-99999,001-99999,,DISEASES AND INJURIES
9112,911,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
65441,6544,654,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
E8325,E832,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
6283,628,617-62999,580-62999,001-99999,,,DISEASES AND INJURIES
9821,982,98,87-9999,00-9999,,,PROCEDURES
E8733,E873,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
0279,027,020-02799,001-13999,001-99999,,,DISEASES AND INJURIES
52562,5256,525,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
04672,0467,046,045-04999,001-13999,001-99999,,DISEASES AND INJURIES
3518,351,350-35999,320-38999,001-99999,,,DISEASES AND INJURIES
3749,374,37,35-3999,00-9999,,,PROCEDURES
9663,966,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
6262,626,617-62999,580-62999,001-99999,,,DISEASES AND INJURIES
0609,060,06,06-0799,00-9999,,,PROCEDURES
E9262,E926,E916-E9289,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V5901,V590,V59,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
8875,887,88,87-9999,00-9999,,,PROCEDURES
47833,4783,478,470-47899,460-51999,001-99999,,DISEASES AND INJURIES
80395,8039,803,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
5474,547,54,42-5499,00-9999,,,PROCEDURES
1894,189,179-18999,140-23999,001-99999,,,DISEASES AND INJURIES
E8759,E875,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
61809,6180,618,617-62999,580-62999,001-99999,,DISEASES AND INJURIES
0063,006,00-0099,00-9999,,,,PROCEDURES
9571,957,950-95799,800-99999,001-99999,,,DISEASES AND INJURIES
36210,3621,362,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
5921,592,590-59999,580-62999,001-99999,,,DISEASES AND INJURIES
9703,970,97,87-9999,00-9999,,,PROCEDURES
20691,2069,206,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
9901,990,99,87-9999,00-9999,,,PROCEDURES
36240,3624,362,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
38051,3805,380,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
04041,0404,040,030-04199,001-13999,001-99999,,DISEASES AND INJURIES
37862,3786,378,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
8235,823,82,76-8499,00-9999,,,PROCEDURES
2325,232,230-23499,140-23999,001-99999,,,DISEASES AND INJURIES
90289,9028,902,900-90499,800-99999,001-99999,,DISEASES AND INJURIES
90082,9008,900,900-90499,800-99999,001-99999,,DISEASES AND INJURIES
3549,354,350-35999,320-38999,001-99999,,,DISEASES AND INJURIES
71158,7115,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
31201,3120,312,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
72742,7274,727,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
72740,7274,727,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
2059,205,20,18-2099,00-9999,,,PROCEDURES
9553,955,950-95799,800-99999,001-99999,,,DISEASES AND INJURIES
71913,7191,719,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
0529,052,05,01-0599,00-9999,,,PROCEDURES
78763,7876,787,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
01401,0140,014,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
8901,890,890-89799,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
53391,5339,533,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
7668,766,76,76-8499,00-9999,,,PROCEDURES
73087,7308,730,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
67140,6714,671,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
V6400,V640,V64,V60-V6999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
83212,8321,832,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
4832,483,48,42-5499,00-9999,,,PROCEDURES
66981,6698,669,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
34989,3498,349,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
E8711,E871,E870-E8769,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
1434,143,14,08-1699,00-9999,,,PROCEDURES
4835,483,48,42-5499,00-9999,,,PROCEDURES
41512,4151,415,415-41799,390-45999,001-99999,,DISEASES AND INJURIES
9132,913,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
64603,6460,646,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
8360,836,830-83999,800-99999,001-99999,,,DISEASES AND INJURIES
3571,357,350-35999,320-38999,001-99999,,,DISEASES AND INJURIES
8375,837,83,76-8499,00-9999,,,PROCEDURES
67501,6750,675,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
24950,2495,249,249-25999,240-27999,001-99999,,DISEASES AND INJURIES
67503,6750,675,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
71430,7143,714,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
9245,924,920-92499,800-99999,001-99999,,,DISEASES AND INJURIES
V4452,V445,V44,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
3974,397,39,35-3999,00-9999,,,PROCEDURES
27788,2778,277,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
81380,8138,813,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
85171,8517,851,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
2161,216,21,21-2999,00-9999,,,PROCEDURES
6265,626,617-62999,580-62999,001-99999,,,DISEASES AND INJURIES
E8795,E879,E878-E8799,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V5302,V530,V53,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
E8793,E879,E878-E8799,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
4731,473,470-47899,460-51999,001-99999,,,DISEASES AND INJURIES
66040,6604,660,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
27912,2791,279,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
80132,8013,801,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
5305,530,530-53999,520-57999,001-99999,,,DISEASES AND INJURIES
E8387,E838,E830-E8389,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
1879,187,18,18-2099,00-9999,,,PROCEDURES
1330,133,130-13699,001-13999,001-99999,,,DISEASES AND INJURIES
E0131,E013,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
3796,379,37,35-3999,00-9999,,,PROCEDURES
4374,437,430-43899,390-45999,001-99999,,,DISEASES AND INJURIES
3249,324,32,30-3499,00-9999,,,PROCEDURES
45620,4562,456,451-45999,390-45999,001-99999,,DISEASES AND INJURIES
8250,825,820-82999,800-82999,800-99999,001-99999,,DISEASES AND INJURIES
1319,131,13,08-1699,00-9999,,,PROCEDURES
9321,932,93,87-9999,00-9999,,,PROCEDURES
7888,788,780-78999,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
E9069,E906,E900-E9099,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
1239,123,12,08-1699,00-9999,,,PROCEDURES
30411,3041,304,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
4624,462,46,42-5499,00-9999,,,PROCEDURES
E9620,E962,E960-E9699,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
72141,7214,721,720-72499,710-73999,001-99999,,DISEASES AND INJURIES
07044,0704,070,070-07999,001-13999,001-99999,,DISEASES AND INJURIES
64633,6463,646,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
37263,3726,372,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
8363,836,830-83999,800-99999,001-99999,,,DISEASES AND INJURIES
71952,7195,719,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
2246,224,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
V147,V14,V10-V1999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V4974,V497,V49,V40-V4999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
67694,6769,676,670-67799,630-67999,001-99999,,DISEASES AND INJURIES
3859,385,38,35-3999,00-9999,,,PROCEDURES
5647,564,560-56999,520-57999,001-99999,,,DISEASES AND INJURIES
8822,882,880-88799,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
28741,2874,287,280-28999,001-99999,,,DISEASES AND INJURIES
E8134,E813,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
80444,8044,804,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
7997,799,79,76-8499,00-9999,,,PROCEDURES
1022,102,100-10499,001-13999,001-99999,,,DISEASES AND INJURIES
1220,122,120-12999,001-13999,001-99999,,,DISEASES AND INJURIES
8295,829,82,76-8499,00-9999,,,PROCEDURES
1905,190,190-19999,140-23999,001-99999,,,DISEASES AND INJURIES
09819,0981,098,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
09817,0981,098,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
0091,009,001-00999,001-13999,001-99999,,,DISEASES AND INJURIES
3492,349,340-34999,320-38999,001-99999,,,DISEASES AND INJURIES
92410,9241,924,920-92499,800-99999,001-99999,,DISEASES AND INJURIES
6352,635,63,60-6499,00-9999,,,PROCEDURES
E8194,E819,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
8282,828,82,76-8499,00-9999,,,PROCEDURES
09849,0984,098,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
40391,4039,403,401-40599,390-45999,001-99999,,DISEASES AND INJURIES
65250,6525,652,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
1251,125,120-12999,001-13999,001-99999,,,DISEASES AND INJURIES
41405,4140,414,410-41499,390-45999,001-99999,,DISEASES AND INJURIES
E8112,E811,E810-E8199,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
4179,417,415-41799,390-45999,001-99999,,,DISEASES AND INJURIES
72665,7266,726,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
4377,437,430-43899,390-45999,001-99999,,,DISEASES AND INJURIES
72663,7266,726,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
66380,6638,663,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
2136,213,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
1364,136,130-13699,001-13999,001-99999,,,DISEASES AND INJURIES
45930,4593,459,451-45999,390-45999,001-99999,,DISEASES AND INJURIES
80474,8047,804,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
5891,589,58,55-5999,00-9999,,,PROCEDURES
53010,5301,530,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
3961,396,39,35-3999,00-9999,,,PROCEDURES
7601,760,760-76399,760-77999,001-99999,,,DISEASES AND INJURIES
4200,420,420-42999,390-45999,001-99999,,,DISEASES AND INJURIES
36582,3658,365,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
70704,7070,707,700-70999,680-70999,001-99999,,DISEASES AND INJURIES
2359,235,235-23899,140-23999,001-99999,,,DISEASES AND INJURIES
8943,894,89,87-9999,00-9999,,,PROCEDURES
70706,7070,707,700-70999,680-70999,001-99999,,DISEASES AND INJURIES
37806,3780,378,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
64421,6442,644,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
34202,3420,342,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
0910,091,090-09999,001-13999,001-99999,,,DISEASES AND INJURIES
6815,681,68,65-7199,00-9999,,,PROCEDURES
